SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR189760	cob	B73	pre-emerg	1	FALSE	18335228	38
SRR189761	leaf	B73	20d_field	1	FALSE	17146213	38
SRR189762	tassel	B73	pre-emerg	1	FALSE	19781766	38
SRR189763	cob	B73	post-emerg	1	FALSE	18271450	38
SRR189768	endosperm	B73	25DAP	1	FALSE	23574401	40
SRR189769	anther	B73	NA	1	FALSE	27012847	35
SRR189770	ovule	B73	NA	1	FALSE	29905169	35
SRR189771	pollen	B73	NA	1	FALSE	27922147	35
SRR189772	silk	B73	NA	1	FALSE	18933801	35
SRR189773	seed	B73	10DAP	1	FALSE	26418648	35
SRR189774	leaf	B73	20d_gc	1	FALSE	32709218	35
SRR393016	tassel	B73	post-emerg	1	FALSE	18552700	38
SRR393017	seed	B73	5DAP	1	FALSE	19173177	38
SRR393018	embryo	B73	25DAP	1	FALSE	19890604	38
