SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR6827490	seedling	NK792	""	1	m001	TRUE	11019951	300
SRR6827491	seedling	CH711-10	""	1	m002	TRUE	10400484	300
SRR6827492	seedling	W7151	""	1	m003	TRUE	9198060	300
SRR6827493	seedling	PHK56	""	1	m004	TRUE	9100973	300
SRR6827494	seedling	PHB47	""	1	m005	TRUE	11716241	300
SRR6827495	seedling	BSSSC0_028	""	1	m006	TRUE	11092168	300
SRR6827496	seedling	BSSSC0_037	""	1	m007	TRUE	8859848	300
SRR6827497	seedling	NY 166 (Neveh Yaar)	""	1	m008	TRUE	8312710	300
SRR6827498	seedling	Bei 10 = North 10	""	1	m009	TRUE	12288806	300
SRR6827499	seedling	Mo1W	""	1	m010	TRUE	12400754	300
SRR6827500	seedling	BSSSC0_044	""	1	m011	TRUE	13073288	300
SRR6827501	seedling	BSSSC0_053	""	1	m012	TRUE	12794409	300
SRR6827502	seedling	PHGW7	""	1	m013	TRUE	10804256	300
SRR6827503	seedling	BSSSC0_056	""	1	m014	TRUE	10762745	300
SRR6827504	seedling	CI 540	""	1	m015	TRUE	12103731	300
SRR6827505	seedling	BSSSC0_050	""	1	m016	TRUE	14231746	300
SRR6827506	seedling	LH209	""	1	m017	TRUE	13167295	300
SRR6827507	seedling	BSSSC0_019	""	1	m018	TRUE	14846397	300
SRR6827508	seedling	BSSSC0_061	""	1	m019	TRUE	12707444	300
SRR6827509	seedling	DK6M502A	""	1	m020	TRUE	13936335	300
SRR6827510	seedling	BSSSC0_009	""	1	m021	TRUE	14237569	300
SRR6827511	seedling	DK2FADB	""	1	m022	TRUE	11304878	300
SRR6827512	seedling	CS608	""	1	m023	TRUE	9786616	300
SRR6827513	seedling	BSSSC0_006	""	1	m024	TRUE	9760552	300
SRR6827514	seedling	W10001_0012	""	1	m025	TRUE	23883041	302
SRR6827515	seedling	Tr9-1-1-6	""	1	m026	TRUE	24342047	302
SRR6827516	seedling	LH169Ht	""	1	m027	TRUE	24528193	302
SRR6827517	seedling	PHWRZ	""	1	m028	TRUE	25908366	302
SRR6827518	seedling	W10001_0030	""	1	m029	TRUE	27298434	302
SRR6827519	seedling	LH250	""	1	m030	TRUE	27249799	302
SRR6827520	seedling	OQ601	""	1	m031	TRUE	23881683	302
SRR6827521	seedling	Fe	""	1	m032	TRUE	26277254	302
SRR6827522	seedling	NKBCC03	""	1	m033	TRUE	26188728	302
SRR6827523	seedling	B2	""	1	m034	TRUE	25108834	302
SRR6827524	seedling	PHW86	""	1	m035	TRUE	13811968	300
SRR6827525	seedling	PHT10	""	1	m036	TRUE	13871907	300
SRR6827526	seedling	PHTE4	""	1	m037	TRUE	28245967	302
SRR6827527	seedling	MS200	""	1	m038	TRUE	12315841	300
SRR6827528	seedling	LH127	""	1	m039	TRUE	13911005	300
SRR6827529	seedling	LH123HT	""	1	m040	TRUE	13256097	300
SRR6827530	seedling	N211	""	1	m041	TRUE	14423185	300
SRR6827531	seedling	LH166	""	1	m042	TRUE	13395271	300
SRR6827532	seedling	YE 4	""	1	m043	TRUE	15425435	300
SRR6827533	seedling	INBRED 2-687	""	1	m044	TRUE	14388096	300
SRR6827534	seedling	LH54	""	1	m045	TRUE	16764198	300
SRR6827535	seedling	W10001_0003	""	1	m046	TRUE	29524945	302
SRR6827536	seedling	W10002_0004	""	1	m047	TRUE	27020025	302
SRR6827537	seedling	DKMBPM	""	1	m048	TRUE	9722649	300
SRR6827538	seedling	779	""	1	m049	TRUE	10759459	300
SRR6827539	seedling	PHR32	""	1	m050	TRUE	9888189	300
SRR6827540	seedling	PHG84	""	1	m051	TRUE	10269406	300
SRR6827541	seedling	52220	""	1	m052	TRUE	9932841	300
SRR6827542	seedling	MS71	""	1	m053	TRUE	10222792	300
SRR6827543	seedling	DKMBUB	""	1	m054	TRUE	9549391	300
SRR6827544	seedling	W8304	""	1	m055	TRUE	11525442	300
SRR6827545	seedling	S8324	""	1	m056	TRUE	9122834	300
SRR6827546	seedling	PHT73	""	1	m057	TRUE	10456228	300
SRR6827547	seedling	DJ7	""	1	m058	TRUE	8842304	300
SRR6827548	seedling	PHW52	""	1	m059	TRUE	9793365	300
SRR6827549	seedling	BSSSC0_018	""	1	m060	TRUE	13094881	300
SRR6827550	seedling	B14	""	1	m061	TRUE	10423228	300
SRR6827551	seedling	A334	""	1	m062	TRUE	10247271	300
SRR6827552	seedling	PHK93	""	1	m063	TRUE	9851595	300
SRR6827553	seedling	PHR58	""	1	m064	TRUE	9126132	300
SRR6827554	seedling	PHJ31	""	1	m065	TRUE	10806753	300
SRR6827555	seedling	DKLIBC 4	""	1	m066	TRUE	10199059	300
SRR6827556	seedling	Ny821	""	1	m067	TRUE	10349112	300
SRR6827557	seedling	LH85	""	1	m068	TRUE	11454459	300
SRR6827558	seedling	LH252	""	1	m069	TRUE	22750998	302
SRR6827559	seedling	LH167	""	1	m070	TRUE	22954749	302
SRR6827560	seedling	764	""	1	m071	TRUE	10116009	300
SRR6827561	seedling	11430	""	1	m072	TRUE	10812267	300
SRR6827562	seedling	BSSSC0_012	""	1	m073	TRUE	13294476	300
SRR6827563	seedling	DK2MCDB	""	1	m074	TRUE	14236412	300
SRR6827564	seedling	NC258	""	1	m075	TRUE	15739682	300
SRR6827565	seedling	LH206	""	1	m076	TRUE	10537146	300
SRR6827566	seedling	LH200	""	1	m077	TRUE	27003132	302
SRR6827567	seedling	MQ305	""	1	m078	TRUE	11552303	300
SRR6827568	seedling	LH189Ht	""	1	m079	TRUE	21434111	302
SRR6827569	seedling	PH5HK	""	1	m080	TRUE	24484064	302
SRR6827570	seedling	W10001_0016	""	1	m081	TRUE	23494882	302
SRR6827571	seedling	NKNP899	""	1	m082	TRUE	24632806	302
SRR6827572	seedling	PHDD6	""	1	m083	TRUE	21417234	302
SRR6827573	seedling	LH284	""	1	m084	TRUE	24014667	302
SRR6827574	seedling	Oh603	""	1	m085	TRUE	10680568	300
SRR6827575	seedling	LH199	""	1	m086	TRUE	10406745	300
SRR6827576	seedling	B76	""	1	m087	TRUE	13326917	302
SRR6827577	seedling	PHV57	""	1	m088	TRUE	20293844	302
SRR6827578	seedling	PHV07	""	1	m089	TRUE	17826685	302
SRR6827579	seedling	PHRE1	""	1	m090	TRUE	15411236	302
SRR6827580	seedling	RS 710	""	1	m091	TRUE	14849078	302
SRR6827581	seedling	PHW30	""	1	m092	TRUE	18340791	302
SRR6827582	seedling	PHPR5	""	1	m093	TRUE	12574112	302
SRR6827583	seedling	PHR55	""	1	m094	TRUE	9359421	302
SRR6827584	seedling	PHR63	""	1	m095	TRUE	14014194	302
SRR6827585	seedling	DK84QAB1	""	1	m096	TRUE	20332354	302
SRR6827586	seedling	T8	""	1	m097	TRUE	12110672	300
SRR6827587	seedling	DKFBLA	""	1	m098	TRUE	10916409	300
SRR6827588	seedling	DKMDF-13D	""	1	m099	TRUE	12278700	300
SRR6827589	seedling	BSSSC0_029	""	1	m100	TRUE	11211627	300
SRR6827590	seedling	CS405	""	1	m101	TRUE	11407839	300
SRR6827591	seedling	BSSSC0_023	""	1	m102	TRUE	9828739	300
SRR6827592	seedling	NC290A	""	1	m103	TRUE	10514973	300
SRR6827593	seedling	WR3	""	1	m104	TRUE	10663455	300
SRR6827594	seedling	BSSSC0_035	""	1	m105	TRUE	10788903	300
SRR6827595	seedling	DK29MIBZ2	""	1	m106	TRUE	11324408	300
SRR6827596	seedling	L 155	""	1	m107	TRUE	9686409	300
SRR6827597	seedling	BSSSC0_045	""	1	m108	TRUE	9296345	300
SRR6827598	seedling	BSSSC0_030	""	1	m109	TRUE	10237530	300
SRR6827599	seedling	A96	""	1	m110	TRUE	11273410	300
SRR6827600	seedling	LH198	""	1	m111	TRUE	11059058	300
SRR6827601	seedling	BSSSC0_043	""	1	m112	TRUE	10643232	300
SRR6827602	seedling	OQ101	""	1	m113	TRUE	12409897	300
SRR6827603	seedling	NC368	""	1	m114	TRUE	9421625	300
SRR6827604	seedling	A556	""	1	m115	TRUE	13356035	300
SRR6827605	seedling	WIL500	""	1	m116	TRUE	13458141	300
SRR6827606	seedling	W8555	""	1	m117	TRUE	7286953	300
SRR6827607	seedling	NC302	""	1	m118	TRUE	5556207	300
SRR6827608	seedling	PHK35	""	1	m119	TRUE	9329083	300
SRR6827609	seedling	PHR62	""	1	m120	TRUE	27885722	300
SRR6827610	seedling	CR14	""	1	m121	TRUE	11490396	300
SRR6827611	seedling	NC314	""	1	m122	TRUE	10624327	300
SRR6827612	seedling	BSSSC0_003	""	1	m123	TRUE	15903745	300
SRR6827613	seedling	PHR25	""	1	m124	TRUE	14664666	300
SRR6827614	seedling	PHP60	""	1	m125	TRUE	15355078	300
SRR6827615	seedling	CQ702RC	""	1	m126	TRUE	14700950	300
